proof_name;collect_units;fix;reinsert;rebuild;reassemble;total time (seconds);original_lines;compressed_lines;line_difference;checker_err;elab_err;compress_err;invalid_compress;worked
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_17_08_43_615_6004000.alethe;"0,153462";"0,00602";"0,002005";"0,052775";"0,00041600000000000003";"0,23613";40;40;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_14_18_24_134_4333160.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_17_15_27_694_6279318.alethe;"0,067092";"0,005422";"0,001552";"0,025091000000000002";"0,000366";"0,112577";16;16;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_15_23_28_446_6397402.alethe;"0,046785";"0,0027630000000000003";"0,001519";"0,017635";"0,00038500000000000003";"0,08156";10;10;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_16_50_52_134_5291182.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_17_26_08_537_6609610.alethe;"0,161187";"0,005091999999999999";"0,0018980000000000002";"0,05527";"0,002111";"0,25218";40;40;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_17_14_58_268_6250170.alethe;"0,27242299999999997";"0,00717";"0,002424";"0,092983";"0,002533";"0,418928";65;65;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_16_00_30_529_7856498.alethe;"0,293483";"0,068941";"0,014107000000000001";"0,107923";"0,004528";"0,535033";73;71;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_15_24_49_644_6536112.alethe;"0,222464";"0,007245";"0,005034";"0,080676";"0,0005120000000000001";"0,348113";22;22;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_16_34_20_336_4703086.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_16_51_03_096_5311174.alethe;"0,12786";"0,004274";"0,0022400000000000002";"0,045201000000000005";"0,002067";"0,208006";26;26;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_16_51_55_014_5369464.alethe;"0,094803";"0,0048590000000000005";"0,001885";"0,033733";"0,000413";"0,152702";22;22;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_14_42_52_164_4722982.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_14_28_51_997_4259838.alethe;"0,165773";"0,00543";"0,002183";"0,058687";"0,001636";"0,260712";42;42;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_14_28_14_115_4243414.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_16_14_36_669_8444084.alethe;"0,14995699999999998";"0,005229";"0,001796";"0,045924";"0,002117";"0,23219800000000002";31;31;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_14_54_20_609_5059496.alethe;"0,030772000000000004";"0,003192";"0,001308";"0,011949";"0,00048100000000000004";"0,058043";5;5;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_15_05_23_096_5606264.alethe;"0,048146";"0,0032600000000000003";"0,004581";"0,021481999999999998";"0,000489";"0,094835";4;4;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_14_28_54_746_4263760.alethe;"0,16946999999999998";"0,005398";"0,0021";"0,059677";"0,001802";"0,264206";42;42;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_15_23_32_670_6411954.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_16_59_49_671_5686298.alethe;"1,288198";"0,008914";"0,006135";"0,5171349999999999";"0,0076170000000000005";"1,996276";474;474;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_17_29_51_226_6754636.alethe;"0,181509";"0,004899";"0,002313";"0,039441";"0,00046699999999999997";"0,251825";25;25;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_16_25_07_169_4347794.alethe;"0,335306";"0,008516";"0,002605";"0,12294500000000001";"0,003212";"0,520865";90;90;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_16_18_34_293_8586564.alethe;"0,062282";"0,005206";"0,002045";"0,026346";"0,000503";"0,113249";5;5;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_17_26_22_414_6624980.alethe;"0,228457";"0,082179";"0,017578";"0,079666";"0,002293";"0,444847";53;52;-1;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_16_39_19_205_4834162.alethe;"1,7096520000000002";"0,019655000000000002";"0,008221";"0,677698";"0,009843999999999999";"2,6429410000000004";570;570;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_17_13_04_340_6190010.alethe;"0,278796";"0,063707";"0,013108999999999999";"0,100936";"0,0027470000000000003";"0,503694";73;71;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_15_56_39_113_7636710.alethe;"0,151218";"0,0069630000000000004";"0,0015999999999999999";"0,052658";"0,000448";"0,233159";41;41;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_17_29_49_587_6749256.alethe;"0,132849";"0,004496";"0,002057";"0,044997999999999996";"0,0021390000000000003";"0,21145699999999998";29;29;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_16_42_01_808_4961238.alethe;"0,113422";"0,006698";"0,0022819999999999997";"0,044161";"0,000499";"0,18876900000000002";10;10;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_15_24_39_113_6508168.alethe;"0,27305999999999997";"0,00776";"0,001822";"0,101917";"0,000474";"0,415038";71;71;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_14_21_16_107_4442672.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_15_47_05_162_7333142.alethe;"0,07120699999999999";"0,00334";"0,001764";"0,025026";"0,00058";"0,116902";15;15;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_17_17_05_149_6331466.alethe;"0,176695";"0,0044800000000000005";"0,002359";"0,066357";"0,002502";"0,28547300000000003";47;47;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_15_23_42_887_6439130.alethe;"0,12945299999999998";"0,00421";"0,002075";"0,04439";"0,002038";"0,205751";26;26;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_16_14_29_293_8425424.alethe;"0,235006";"0,083594";"0,014755";"0,08405499999999999";"0,002655";"0,45694799999999997";53;52;-1;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_16_19_08_173_8609778.alethe;"0,032782";"0,00317";"0,0016530000000000002";"0,01188";"0,000439";"0,059996";6;6;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_16_40_33_181_4893384.alethe;"0,126748";"0,004114";"0,0017740000000000002";"0,042048999999999996";"0,003592";"0,20281";26;26;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_15_13_09_728_5968686.alethe;"0,36858399999999997";"0,06284000000000001";"0,013855000000000001";"0,130856";"0,002868";"0,6309980000000001";95;93;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_15_24_30_913_6488780.alethe;"0,122494";"0,004004";"0,00185";"0,041029";"0,0020329999999999997";"0,19437600000000002";26;26;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_15_19_38_261_6235368.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_17_08_42_034_5998320.alethe;"0,205535";"0,007338";"0,002012";"0,079279";"0,002219";"0,32938500000000004";53;53;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_16_18_32_177_8579242.alethe;"0,10446";"0,005364";"0,001547";"0,038683";"0,000475";"0,166615";25;25;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_16_46_41_491_5142520.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_16_51_50_546_5359382.alethe;"0,103385";"0,003961";"0,001547";"0,033904";"0,0004980000000000001";"0,161924";25;25;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_15_24_43_355_6522276.alethe;"0,103785";"0,004143999999999999";"0,001588";"0,036773";"0,00035600000000000003";"0,1627";25;25;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_17_13_01_671_6185666.alethe;"0,28242300000000004";"0,066112";"0,013349";"0,10535499999999999";"0,003022";"0,51372";73;71;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/BO_cvc42/x2020_08_03_17_15_18_697_6265250.alethe;"0,091161";"0,003663";"0,00263";"0,034342";"0,001614";"0,15415";19;19;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_04_17_54_04_695_9695006.alethe;"0,7957949999999999";"0,169949";"0,013152";"0,316232";"0,004189";"1,397826";228;228;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_04_20_21_35_967_8949150.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_04_22_53_895_10824588.alethe;"0,757553";"0,11100600000000001";"0,015549";"0,262265";"0,003186";"1,23372";190;190;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_05_54_43_923_13005162.alethe;"2,4607460000000003";"0,16590100000000002";"0,022612";"0,840991";"0,011524";"3,7848819999999996";702;700;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_04_17_53_43_084_9686190.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_04_17_07_26_925_8994172.alethe;"1,955955";"0,290464";"0,032941000000000005";"0,687875";"0,007281";"3,187551";560;559;-1;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_04_19_28_01_744_9684346.alethe;"0,282363";"0,003205";"0,0020700000000000002";"0,06568500000000001";"0,000403";"0,378873";55;55;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_03_24_11_634_9598498.alethe;"0,377009";"0,073049";"0,014782";"0,125389";"0,002628";"0,6417039999999999";94;93;-1;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_06_25_55_167_13649438.alethe;"2,249186";"0,31140300000000004";"0,046069";"0,776196";"0,010176000000000001";"3,658812";634;624;-10;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_04_21_42_280_10801570.alethe;"0,117336";"0,005395";"0,0019939999999999997";"0,039141999999999996";"0,0004969999999999999";"0,183122";27;27;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_00_43_43_531_9925166.alethe;"0,125592";"0,0044329999999999994";"0,001505";"0,046492";"0,00038500000000000003";"0,198179";32;32;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_04_06_16_707_10435234.alethe;"0,627738";"0,015065";"0,002905";"0,210842";"0,0031190000000000002";"0,931021";155;155;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_04_20_13_21_203_10447746.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_00_09_12_474_9245680.alethe;"0,13997099999999998";"0,0097";"0,002311";"0,050352";"0,0006460000000000001";"0,22576900000000003";14;14;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_04_19_30_30_127_9729740.alethe;"0,795866";"0,170787";"0,015705";"0,316033";"0,004036";"1,396489";228;228;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_04_17_15_42_485_9111730.alethe;"0,056974";"0,002851";"0,001593";"0,018999";"0,000443";"0,094936";10;10;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_04_23_19_891_10839136.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_06_15_19_983_13457866.alethe;"3,249338";"0,443723";"0,06464500000000001";"1,127539";"0,012641";"5,266591";915;904;-11;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_00_20_17_661_9470078.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_00_28_55_307_9649196.alethe;"0,11161599999999999";"0,003951";"0,00296";"0,03865";"0,00047999999999999996";"0,176188";28;28;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_04_20_01_42_733_10226276.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_04_00_16_122_10321320.alethe;"0,61824";"0,119231";"0,016182";"0,235763";"0,004314";"1,077304";181;179;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_03_56_47_977_10238868.alethe;"0,37324";"0,007391";"0,003195";"0,141508";"0,003362";"0,585244";109;109;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_04_18_33_52_348_10308144.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_04_17_14_46_676_9100242.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_04_18_51_07_163_9108384.alethe;"0,116816";"0,004815";"0,0025239999999999998";"0,041851000000000006";"0,000548";"0,18890700000000002";10;10;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_00_09_24_759_9252118.alethe;"0,14641200000000001";"0,005242";"0,002187";"0,049016";"0,002069";"0,231975";34;34;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_04_56_34_126_11510268.alethe;"0,14562599999999998";"0,0027630000000000003";"0,002216";"0,058262";"0,002034";"0,236613";43;43;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_04_17_52_16_854_9656372.alethe;"0,172737";"0,003084";"0,001686";"0,065742";"0,000507";"0,267308";55;55;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_04_20_32_14_634_9158110.alethe;"1,150833";"0,15129";"0,016603999999999997";"0,426506";"0,005291";"1,888168";354;352;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_04_18_43_32_579_8993742.alethe;"2,049829";"0,303237";"0,034843";"0,724505";"0,007645000000000001";"3,345621";560;559;-1;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_02_32_49_884_11923776.alethe;"4,722254";"0,62632";"0,054013";"1,758686";"0,015611";"7,708385";1532;1531;-1;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_06_04_23_682_13241346.alethe;"0,471203";"0,013146";"0,002423";"0,166891";"0,002453";"0,711044";122;122;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_05_59_28_454_13128954.alethe;"2,593631";"0,206033";"0,032048999999999994";"0,885825";"0,010636";"4,036231000000001";746;745;-1;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_05_02_09_828_11625430.alethe;"0,513102";"0,01188";"0,003";"0,17930800000000002";"0,0031769999999999997";"0,781589";136;136;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_04_16_52_15_551_9014100.alethe;"0,28046800000000005";"0,005146";"0,002643";"0,10063100000000001";"0,002499";"0,429385";74;74;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_02_27_59_968_11838586.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_01_01_27_646_10243114.alethe;"0,143598";"0,067885";"0,049889";"0,043795";"0,000444";"0,32574600000000004";31;25;-6;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_04_20_46_59_953_9425470.alethe;"1,506705";"0,032221";"0,005999";"0,51351";"0,007297";"2,24228";430;430;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_00_20_21_714_9473488.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_04_18_40_33_122_8946714.alethe;"0,056165";"0,0028799999999999997";"0,001796";"0,018556999999999997";"0,00039200000000000004";"0,094713";9;9;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_04_17_36_19_009_9435686.alethe;"0,548566";"0,009853";"0,002527";"0,199938";"0,002493";"0,82329";159;159;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_04_17_03_27_094_8945410.alethe;"0,052414";"0,003137";"0,00216";"0,017555";"0,000447";"0,089326";9;9;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_04_16_51_07_218_8992776.alethe;"1,9749339999999997";"0,291819";"0,031980999999999996";"0,687488";"0,006851";"3,2065180000000004";560;559;-1;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_04_34_52_529_11074008.alethe;"1,432198";"0,026973";"0,004258";"0,489415";"0,00462";"2,113157";427;427;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_00_47_09_201_9986860.alethe;"0,458659";"0,011495";"0,0026290000000000003";"0,159448";"0,00252";"0,690921";119;119;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_00_56_49_738_10166596.alethe;"0,12387100000000001";"0,046767";"0,0138";"0,039307999999999996";"0,00047999999999999996";"0,242806";29;27;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_06_05_45_046_13268726.alethe;"2,25106";"0,190961";"0,026618000000000003";"0,802813";"0,008026";"3,530098";621;619;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_04_20_16_07_220_10505792.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_00_02_46_238_9131948.alethe;"0,230607";"0,006832";"0,002579";"0,089732";"0,00048800000000000004";"0,36339899999999997";25;25;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_05_12_50_289_11822030.alethe;"0,455647";"0,009306";"0,003218";"0,168514";"0,002539";"0,697053";141;141;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_05_05_18_13_815_11924308.alethe;"1,760602";"0,123048";"0,016694";"0,624602";"0,006705";"2,7348049999999997";510;510;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_04_20_11_59_734_10425390.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/isabelle-mirabelle/PNT_cvc42/x2020_08_04_19_18_59_843_9553804.alethe;"1,085309";"0,10749600000000001";"0,013874";"0,39873200000000003";"0,003921";"1,7325540000000001";317;317;0;;;;;1;
